"gender","age","height","weight","nc.score"
"788","Female",21,167,64.7,3.38
"789","Female",21,178,73.1,1.44
"790","Female",19,168,67.4,1.34
"791","Female",21,155,63,1.94
"792","Female",20,161,65.7,2.74
"793","Female",21,162,67.4,2.12
"794","Male",21,172,68.9,2.53
"795","Male",52,169,68,1.19
"796","Male",19,187,82.1,3
"797","Female",19,159,61.5,1.38
"798","Male",23,192,89.6,1.07
"799","Female",23,165,68.8,1.01
"800","Male",23,178,75.4,1.57
"801","Male",22,181,78.5,1.11
"802","Male",20,186,88.4,1.76
"803","Male",22,182,81.2,1.46
"804","Female",20,155,62,1.11
"805","Male",23,184,82.5,3.68
"806","Female",23,156,60.8,1.23
"807","Female",19,171,72,3.65
"808","Female",24,160,61.7,2.8
"809","Male",23,180,80.4,3.58
"810","Female",22,169,72.3,1.63
"811","Male",19,183,86.8,3.8
"812","Male",21,184,83.9,1.06
"813","Female",21,167,69.4,1.14
"814","Male",21,177,75.1,1.44
"815","Male",20,185,84.3,1.23
"816","Female",20,181,82.7,2.71
"817","Female",24,168,64.5,1.57
"818","Male",20,195,95.2,1.87
"819","Male",23,178,77.1,1.73
"820","Male",19,183,80.5,2.81
"821","Female",19,176,73.9,2.96
"822","Male",26,175,73.4,1.67
"823","Female",21,162,65.3,2.41
"824","Female",20,163,63.1,1.46
"825","Female",21,151,61.2,1.5
"826","Female",21,184,81.3,2.77
"827","Female",21,163,67.3,2.39
"828","Male",20,181,81.2,2.64
"829","Male",20,174,77.2,1.4
"830","Female",22,156,60,2.7
"831","Female",20,164,69.2,1.29
"832","Male",24,169,67.1,2.92
"833","Male",58,188,88.1,1.08
"834","Female",47,166,63.4,1.65
"835","Male",18,174,69.1,2.95
"836","Female",20,165,69,2.51
"837","Female",21,165,67.1,1.95
"838","Female",20,170,77.2,1.79
"839","Female",20,172,71.6,3.44
"840","Male",20,182,85.5,2.56
"841","Male",19,181,79,2.63
"842","Female",20,156,59.7,3.28
"843","Male",20,180,76,1.31
"844","Female",21,165,65.8,3.67
"845","Female",20,152,59.6,1.22
"846","Male",22,169,70,3.7
"847","Male",21,186,83.4,2.4
"848","Male",19,174,75.2,1.75
"849","Female",21,168,68.4,1.59
"850","Male",21,183,83.6,1.2
"851","Male",21,193,89.3,1.41
"852","Female",23,157,61.9,1.8
"853","Female",19,166,64.4,2.02
"854","Male",23,171,73.6,1.72
"855","Male",23,184,86.3,1.51
"856","Male",22,189,91.5,2.31
"857","Male",19,189,86.5,2.45
"858","Female",19,169,72.9,2.06
"859","Female",38,154,64.2,2.48
"860","Female",20,177,76.7,1.37
"861","Female",21,165,71.2,1.09
"862","Male",19,163,68.7,2.6
"863","Male",22,177,77.4,2.51
"864","Male",63,176,73.5,2.47
"865","Male",19,196,99.1,1.13
"866","Male",20,186,87.8,3.66
"867","Female",22,167,70.8,3.47
"868","Male",20,174,71,1.44
"869","Male",19,184,81.9,2.8
"870","Female",21,153,59.3,1.48
"871","Male",24,183,79.5,3.48
"872","Female",19,161,66.2,1.75
"873","Male",20,178,78.1,2.37
"874","Male",21,180,77,2
"875","Male",18,194,92.7,1.38
"876","Male",21,180,78.2,3.29
"877","Male",20,175,69.7,1.95
"878","Male",20,186,87,1.45
"879","Female",51,158,66.6,2.22
"880","Male",23,185,80.8,1.87
"881","Male",22,174,73,2.11
"882","Male",22,182,78.3,1.2
"883","Male",19,181,80.9,1.63
"884","Male",22,178,78.2,2.32
"885","Female",21,149,56.5,1.05
"886","Male",23,169,66.2,1.81
"887","Male",20,185,81.4,1
"888","Male",22,187,90.4,2.58
"889","Female",25,159,63.2,1.85
"890","Female",21,163,68.1,1.71
"891","Female",21,148,61.6,1.6
"892","Female",22,161,64.1,2.52
"893","Male",18,189,88.4,1.14
"894","Female",22,167,67.6,2.05
"895","Male",20,187,85.7,2.32
"896","Female",24,158,60.8,2.27
"897","Male",19,185,83.5,3.06
"898","Male",20,180,77.6,2.37
"899","Female",21,165,69,1.17
"900","Male",20,185,84.1,2.83
"901","Female",21,167,67.8,2.87
"902","Male",33,190,88.6,1.3
"903","Female",22,164,73.9,1.57
"904","Female",21,182,78.2,1.42
"905","Female",23,154,62,2.96
"906","Male",54,174,72.4,3.81
"907","Male",18,192,92.2,3.82
"908","Female",21,169,68.6,1.17
"909","Female",21,163,69.8,3.17
"910","Female",20,153,62.6,3.01
"911","Male",22,174,78.2,2.96
"912","Female",24,160,65.8,1.24
"913","Female",19,161,69,1.45
"914","Female",24,152,59,1.73
"915","Male",23,179,78.7,2.39
"916","Female",21,172,67.8,1.29
"917","Male",31,175,71.6,2.17
"918","Female",23,166,66.7,1.72
"919","Male",20,160,65.2,2.16
"920","Female",20,165,66.9,1.01
"921","Female",24,152,62.4,1.34
"922","Female",21,166,67.9,1.31
"923","Male",20,176,74.1,3.53
"924","Female",24,178,77.9,1.77
"925","Female",21,155,68.3,3.75
"926","Male",20,174,76.8,2.1
"927","Female",22,163,63.5,1.42
"928","Female",20,164,67.4,2.87
"929","Female",20,167,67.6,1.93
"930","Female",23,164,68.7,2.37
"931","Male",26,168,67.8,1.71
"932","Female",22,144,62.3,1.06
"933","Male",22,180,82,3.59
"934","Male",19,176,78.7,3.37
"935","Female",21,163,66.9,1.18
"936","Female",20,162,66.9,1.05
"937","Male",18,203,106.3,3.05
"938","Male",22,182,82.6,1.02
"939","Male",20,175,72.6,1.77
"940","Male",21,186,85.7,1.03
"941","Male",21,188,90.2,1.96
"942","Female",22,171,73.1,1.98
"943","Female",21,164,67.3,2.96
"944","Male",26,171,70.3,1.23
"945","Female",21,161,62.3,1.13
"946","Female",20,168,70.1,3.98
"947","Female",21,178,78.3,3.82
"948","Female",20,168,70,1.3
"949","Female",22,154,59.7,2.75
"950","Female",22,174,69.2,2.49
"951","Female",19,166,68.3,1.13
"952","Female",20,156,60.5,2.7
"953","Male",23,172,69.8,2.45
"954","Male",21,175,77.7,3.2
"955","Male",19,171,73.4,3.31
"956","Female",23,165,65.7,2.09
"957","Male",20,175,75.6,1.15
"958","Male",19,179,73.2,2.03
"959","Female",20,156,61.6,1.26
"960","Female",23,165,66.1,1.52
"961","Male",23,180,77.6,2.53
"962","Female",19,160,66.2,1.27
"963","Female",18,160,63.4,2.95
"964","Female",37,166,67.7,3.6
"965","Female",19,164,65.8,1.29
"966","Female",22,154,61.8,1.24
"967","Male",22,180,79.5,1.36
"968","Male",21,178,73.8,1.88
"969","Male",22,170,68.1,1.19
"970","Male",21,188,84.8,2.67
"971","Male",20,165,64.3,2.53
"972","Female",20,167,72.4,1.37
"973","Male",21,160,64,1.16
"974","Female",25,158,63.7,3.18
"975","Male",20,174,77.1,1.13
"976","Female",20,162,64.1,3.87
"977","Female",21,170,69.1,1.58
"978","Male",20,182,74,2.73
"979","Male",21,167,68.3,1.91
"980","Male",21,180,78.1,1.82
"981","Male",26,173,75.9,3.18
"982","Female",21,174,71,3
"983","Female",50,159,69.4,2.55
"984","Female",19,162,68,2.83
"985","Male",21,176,78.8,1.73
"986","Female",21,164,69.8,3.82
"987","Female",22,171,71.2,3.08
"988","Male",22,181,77.6,1.22
"989","Male",19,187,86.7,3.75
"990","Male",18,193,92.9,1.47
"991","Female",25,163,66,2.9
"992","Female",23,161,68.2,1.27
"993","Female",26,170,70.6,2.63
"994","Female",22,149,57,3.09
"995","Male",22,176,77.1,2.34
"996","Male",22,179,78.4,1.7
"997","Female",20,160,66.7,3.14
"998","Female",21,142,56.4,3.01
"999","Male",21,176,74.9,1.31
"1000","Male",22,180,79.2,3.13
"1001","Female",21,156,64.5,1.23
"1002","Female",21,166,64.5,1.68
"1003","Male",20,168,68.3,3.16
"1004","Male",20,178,80.6,1.69
"1005","Female",20,165,67.1,2.84
"1006","Male",20,178,74.3,1.08
"1007","Female",22,166,67.8,2.71
"1008","Male",25,183,80.1,2.27
"1009","Male",23,179,78.8,1.17
"1010","Female",22,170,71.3,3.89
"1011","Male",19,173,70.5,1.86
"1012","Male",20,178,76.4,1.94
"1013","Male",18,181,75.9,3.05
"1014","Female",19,158,66.8,3.57
"1015","Female",20,165,67.6,1.54
"1016","Female",21,166,61.4,2.83
"1017","Male",20,174,78.7,1.33
"1018","Female",22,176,75.6,3.64
"1019","Female",19,160,64.2,1.33
"1020","Male",22,165,68.5,1.12
"1021","Male",21,185,83,1.01
"1022","Female",19,168,72.9,3.56
"1023","Female",23,157,63.6,1.16
"1024","Male",20,179,80.6,1.56
"1025","Male",22,178,74,3.19
"1026","Male",19,161,67.5,3.4
"1027","Female",20,162,62.2,1.21
"1028","Male",22,184,86.5,2.86
"1029","Male",19,185,80.8,1.65
"1030","Female",20,171,68.6,2.43
"1031","Female",20,158,63.2,3
"1032","Male",22,172,72.8,3.28
"1033","Female",21,157,61.7,2.92
"1034","Female",19,169,67.9,1.06
"1035","Male",22,186,86.9,2.5
"1036","Female",63,154,62.8,3.47
"1037","Female",20,172,73.7,1.94
"1038","Male",20,178,75.9,3.24
"1039","Male",22,188,84.5,1.58
"1040","Male",22,172,73.6,2.39
"1041","Male",22,185,84.3,2.63
"1042","Male",21,171,72,1.94
"1043","Male",21,198,98.4,1.52
"1044","Male",21,184,83.2,1.79
"1045","Female",21,163,68.7,1.35
"1046","Female",19,167,71.1,1.41
"1047","Male",20,181,79.4,3.08
"1048","Female",23,158,64.9,1.86
"1049","Male",20,186,90.1,2.34
"1050","Male",24,164,68.8,3.61
"1051","Male",23,183,80.1,1.44
"1052","Female",19,163,63,2.26
"1053","Female",19,147,58.2,3.1
"1054","Female",23,153,61.6,1.67
"1055","Female",22,163,69.7,3.29
"1056","Female",20,164,70.8,3.77
"1057","Female",19,175,74.1,1.37
"1058","Female",23,148,61.1,2.45
"1059","Female",21,145,60,2.28
"1060","Male",20,180,79.3,2.78
"1061","Male",23,170,68.5,1.36
"1062","Male",26,190,90.2,1.34
"1063","Male",24,186,84.1,1.22
"1064","Male",22,181,78.4,1.78
"1065","Male",52,168,71.2,1.68
"1066","Male",24,175,76.3,2.45
"1067","Female",37,164,71.9,3
"1068","Male",22,181,83.7,1.02
"1069","Male",20,175,75.2,1.25
"1070","Female",22,166,67.3,1.16
"1071","Female",22,150,63.8,1.42
"1072","Female",20,162,61.6,1.65
"1073","Female",21,164,68.6,1.07
"1074","Male",22,189,87.8,1.91
"1075","Female",20,155,62.7,1.11
"1076","Female",23,172,73,3.46
"1077","Female",21,158,61.3,2.8
"1078","Male",20,181,79,2.56
"1079","Male",21,181,83.1,1.86
"1080","Male",19,174,76.2,3.54
"1081","Female",22,159,69.5,1.79
"1082","Male",25,182,79.7,1.9
"1083","Male",21,175,71.8,3.81
"1084","Female",21,170,73.1,1.58
"1085","Male",20,189,88,3.07
"1086","Female",20,165,66.6,1.22
"1087","Female",21,159,65.4,3.35
"1088","Female",22,172,71.9,1.41
"1089","Male",34,178,79.5,1.74
"1090","Female",19,154,63.2,2.35
"1091","Male",22,173,73.2,1.25
"1092","Male",20,174,71.6,2.02
"1093","Male",23,173,68.6,3.03
"1094","Female",23,162,69.3,2.14
"1095","Male",20,183,84.1,2.5
"1096","Male",20,183,83.3,3.5
"1097","Male",20,188,89.1,1.44
"1098","Female",20,153,62.7,3.54
"1099","Female",22,172,74.2,3.16
"1100","Female",21,162,67,1.22
"1101","Female",23,169,66.9,1.99
"1102","Female",24,160,66.6,3.36
"1103","Female",21,157,65.3,2.74
"1104","Female",22,171,73.9,3.73
"1105","Male",20,169,69.9,1.2
"1106","Female",21,167,71.6,2.82
"1107","Male",22,186,83.7,1.43
"1108","Male",21,187,84.4,2.29
"1109","Male",22,178,72.6,1.48
"1110","Female",44,160,67.3,2.2
"1111","Male",20,184,80.6,2
"1112","Male",23,176,73,2.22
"1113","Female",19,166,65.5,1.51
"1114","Male",23,179,78.9,2.01
"1115","Male",21,175,72.8,2.01
"1116","Male",20,191,93,1.85
"1117","Female",20,171,69.8,3.07
"1118","Male",20,167,67.3,1.27
"1119","Female",20,167,69,2.2
"1120","Female",19,154,63.1,1.67
"1121","Female",19,172,70.1,2.96
"1122","Female",20,159,63.2,1.34
"1123","Female",19,165,64.9,1.61
"1124","Male",23,180,79.5,3.64
"1125","Male",20,176,77.2,1.55
"1126","Male",20,190,92.4,1.46
"1127","Female",21,154,58,1.31
"1128","Female",26,168,73.6,3.17
"1129","Male",20,188,83.8,1.47
"1130","Male",21,164,66.5,1.17
"1131","Female",21,155,65.5,1.07
"1132","Female",23,154,60.8,1.83
"1133","Female",47,147,60.6,3.54
"1134","Male",22,170,69.8,2.74
"1135","Male",24,186,87.3,1.13
"1136","Female",22,149,57.7,1.27
"1137","Male",19,176,74.5,1.06
"1138","Male",22,190,92.4,1.51
"1139","Female",57,157,66.4,1.76
"1140","Male",22,186,82.8,1.13
"1141","Male",23,189,86.8,2.74
"1142","Male",23,184,85.5,3.08
"1143","Female",24,157,62.5,2.78
"1144","Male",20,184,82.9,1.52
"1145","Female",21,164,69.5,1.66
"1146","Female",21,167,71.5,1.67
"1147","Female",21,146,56.7,1.51
"1148","Male",23,185,82.8,2.67
"1149","Female",20,154,60.2,2.57
"1150","Male",23,172,71.9,2.47
"1151","Male",21,178,75.9,2.47
"1152","Female",19,164,64.8,2.24
"1153","Male",22,178,78.6,1.49
"1154","Male",22,175,69.9,2.59
"1155","Female",21,145,61,1.28
"1156","Male",21,171,72.5,2.07
"1157","Male",22,175,72.9,1
"1158","Male",19,200,105.7,1.32
"1159","Female",20,168,74.3,1.95
"1160","Female",19,162,70.2,1.37
"1161","Female",27,156,64.8,3.39
"1162","Female",22,162,67.4,1.8
"1163","Male",21,174,70.2,3.44
"1164","Female",22,152,62.6,1.78
"1165","Male",22,195,95.9,2.94
"1166","Male",20,187,86.1,3.38
"1167","Male",22,181,79.6,3.39
"1168","Male",22,186,82.1,1.77
"1169","Male",21,180,78.8,1.81
"1170","Male",20,186,82.9,1.72
"1171","Female",20,148,56.4,2.47
"1172","Female",22,164,68.5,2.48
"1173","Male",23,172,70,3.01
"1174","Female",23,181,82.8,2.31
"1175","Male",19,176,73.8,1.06
"1176","Female",23,162,65.8,2.69
"1177","Female",22,173,71.7,3.5
"1178","Female",23,168,70.9,3.43
"1179","Male",23,196,96.7,2.09
"1180","Female",20,163,64.8,1.23
"1181","Female",22,177,72.7,1.3
"1182","Male",23,184,80.8,3.36
"1183","Male",21,182,83.3,2.31
"1184","Female",21,161,60.6,3.03
"1185","Female",21,165,69.4,3.62
"1186","Male",24,181,80.2,1.74
"1187","Female",19,170,69,1.15
"1188","Female",22,175,76.6,1.08
"1189","Male",20,186,84.8,1.88
"1190","Female",24,172,73.5,1.99
"1191","Male",20,195,98.3,1.69
"1192","Female",54,154,65.8,1.16
"1193","Male",20,180,76.3,3.82
"1194","Male",21,186,82.2,1.54
"1195","Male",20,189,83.5,2.65
"1196","Male",18,176,74.9,1.74
"1197","Female",22,168,70.1,1.12
"1198","Male",24,184,82,3.88
"1199","Male",22,174,73,1.29
"1200","Female",22,154,63,1.11
"1201","Male",18,174,74.3,2.82
"1202","Female",21,163,61.5,1.34
"1203","Female",24,156,64.3,3.27
"1204","Male",18,186,85.3,2.64
"1205","Female",19,172,69.2,1.51
"1206","Female",21,157,60.6,3.22
"1207","Female",19,174,70.3,1.2
"1208","Male",25,161,68.2,1.37
"1209","Male",22,178,77.7,1.36
"1210","Female",30,168,69.4,1.84
"1211","Male",22,181,76.3,3.8
"1212","Female",22,161,66.3,2.87
"1213","Female",22,169,68.6,1.54
"1214","Female",20,165,66.6,1.02
"1215","Female",22,174,71.6,2.43
"1216","Male",22,178,76.2,1.82
"1217","Female",23,167,67.7,2.76
"1218","Female",21,151,58,2.33
"1219","Female",20,160,68.3,3.74
"1220","Female",20,153,57.4,3.94
"1221","Male",21,176,76.1,3.87
"1222","Male",21,195,94.4,3.24
"1223","Male",21,174,74.4,2.13
"1224","Male",23,177,76.2,2.77
"1225","Female",23,165,68.6,1.88
"1226","Male",23,162,64.3,1.61
"1227","Female",24,166,69,1.53
"1228","Male",53,178,78.4,3.53
"1229","Male",20,186,82.2,2
"1230","Male",22,172,77,3.46
"1231","Female",62,165,66.9,2.09
"1232","Male",22,186,82.1,2.4
"1233","Male",21,188,81.9,1.28
"1234","Male",18,182,77.1,3.16
"1235","Male",20,180,77.2,3.55
"1236","Male",19,176,73.9,1.18
"1237","Male",23,189,89.9,3.83
"1238","Female",24,164,71,1.72
"1239","Female",32,167,65.7,1.53
"1240","Female",23,150,58.3,1.49
"1241","Female",21,153,60.4,2.49
"1242","Male",42,194,101.1,1.06
"1243","Female",19,154,63.2,1.13
"1244","Male",26,175,75.5,2.65
"1245","Female",24,164,70.9,2.75
"1246","Female",21,160,67.4,2.67
"1247","Male",24,187,84.1,3.53
"1248","Female",58,177,74.9,3.24
"1249","Male",18,174,74,1.14
"1250","Female",20,178,77,2.76
"1251","Female",21,163,67.3,1.19
"1252","Male",22,185,79.2,1.33
"1253","Female",21,162,64.5,3.07
"1254","Male",25,170,74.1,1.97
"1255","Male",19,181,82.1,1.27
"1256","Male",24,172,70.8,3.01
"1257","Female",18,179,79.4,1.18
"1258","Male",20,186,80.7,2.65
"1259","Female",24,160,60.6,2.58
"1260","Female",20,171,70.6,2.29
"1261","Female",20,156,62.4,1.02
"1262","Female",20,172,72.6,2.89
"1263","Male",20,178,79.8,2.05
"1264","Male",21,187,86.5,3.3
"1265","Female",21,158,64.5,2.59
"1266","Male",21,174,72.3,2.03
"1267","Male",20,192,91,2.48
"1268","Male",20,183,79.9,1.56
"1269","Male",26,172,74.5,1.97
"1270","Male",18,184,83.1,3.72
"1271","Male",29,184,80.3,1.5
"1272","Male",20,183,79,2.22
"1273","Female",21,160,62.5,3.38
"1274","Male",21,182,79.1,1.89
"1275","Female",25,181,81.5,1.85
"1276","Female",22,163,66.9,1.15
"1277","Female",20,152,61.2,2.38
"1278","Female",21,169,73.8,2.26
"1279","Male",18,178,76.1,3.18
"1280","Female",20,176,77.9,2.56
"1281","Male",22,174,74.4,3.57
"1282","Male",21,181,82.1,2.54
"1283","Female",22,164,63.9,3.26
"1284","Female",24,161,63.3,1.13
"1285","Male",43,182,82,1.08
"1286","Male",61,170,70.3,1.54
"1287","Male",19,171,70.3,2.21
"1288","Female",19,157,68.8,2.7
"1289","Male",20,170,64.2,1.18
"1290","Female",23,167,64.1,1.07
"1291","Male",23,178,76.4,1.57
"1292","Female",19,154,63.3,2.54
"1293","Male",20,185,82.2,1.62
"1294","Female",22,165,67.9,1.69
"1295","Female",19,160,65.3,2.06
"1296","Male",25,160,64.8,3.16
"1297","Male",21,171,71.1,2.56
"1298","Female",21,153,59.8,3.94
"1299","Female",21,172,77,1.1
"1300","Female",20,155,62,1.07
"1301","Male",21,182,78.2,1.58
"1302","Female",19,159,65.8,1.8
"1303","Female",23,160,65.2,1.31
"1304","Male",20,189,85.5,1.1
"1305","Male",21,178,77.1,3.09
"1306","Male",18,181,81.6,3.36
"1307","Male",25,179,78.5,1.42
"1308","Female",20,166,67.3,2.84
"1309","Female",23,164,67.2,1.3
"1310","Female",21,154,61.9,2.94
"1311","Male",27,189,86.5,3.01
"1312","Male",19,182,79.4,3.6
"1313","Female",19,159,63.7,3.5
"1314","Female",23,160,71.4,1.33
"1315","Male",21,180,78.7,1.43
"1316","Male",20,185,85.7,2.94
"1317","Female",21,152,54.6,1.23
"1318","Female",23,165,62.6,1.36
"1319","Female",26,160,68.2,1.32
"1320","Female",23,159,64.9,2.03
"1321","Female",20,168,66.4,1.09
"1322","Male",24,169,68.4,1.12
"1323","Male",20,190,87.3,1.23
"1324","Female",21,157,63.1,1.7
"1325","Male",49,193,92,2.72
"1326","Male",19,178,76.2,1.38
"1327","Male",18,178,80.5,2.48
"1328","Male",22,178,75.5,2.4
"1329","Female",20,158,66.7,1.08
"1330","Female",21,160,61.4,2.27
"1331","Male",21,181,79.2,1.22
"1332","Male",23,194,95.7,3.16
"1333","Male",21,186,84.3,1.75
"1334","Male",23,178,77.8,2.57
"1335","Female",36,172,72.5,2.27
"1336","Female",19,161,66.8,1.95
"1337","Female",19,161,64.2,2.15
"1338","Female",23,158,65.7,3.18
"1339","Female",23,175,70.7,3.27
"1340","Female",22,171,68.7,3.02
"1341","Male",19,183,77.2,2.76
"1342","Female",21,169,65.3,1.72
"1343","Male",21,176,75.9,2.21
"1344","Male",22,178,77.4,2.41
"1345","Female",23,162,59.8,1.22
"1346","Female",21,155,61.5,2.91
"1347","Female",25,169,69.9,2.89
"1348","Female",23,178,73.1,3.1
"1349","Male",49,174,72.1,1.14
"1350","Male",22,179,75.6,2.44
"1351","Male",23,185,80.1,3.25
"1352","Female",19,154,63.6,2.52
"1353","Female",19,178,76.4,2.39
"1354","Male",23,173,77,2.76
"1355","Female",22,178,79,1.25
"1356","Male",21,173,69.1,2.62
"1357","Male",22,179,74.8,1.44
"1358","Female",23,164,64.1,3.93
"1359","Male",23,165,73.8,1
"1360","Female",27,162,65,2.62
"1361","Female",19,173,72.6,1.9
"1362","Male",23,172,72.8,1.46
"1363","Female",21,168,70.8,1.69
"1364","Male",23,164,67.7,1.23
"1365","Male",22,180,75.8,1.15
"1366","Female",21,175,78.9,2.45
"1367","Male",22,166,63.9,3.58
"1368","Female",21,156,62.9,3.27
"1369","Female",20,166,69.2,3.08
"1370","Male",21,196,91.4,1.23
"1371","Male",25,179,77.2,2.27
"1372","Male",21,194,99.1,1.23
"1373","Female",21,170,67.5,1.87
"1374","Male",22,178,77.8,2.26
"1375","Female",22,157,63.9,2.19
"1376","Female",23,159,66.4,3.91
"1377","Female",25,158,64.2,1.96
"1378","Male",24,199,101.5,2.37
"1379","Male",34,182,83.2,1.57
"1380","Male",22,189,91.5,3.24
"1381","Male",19,174,77.3,3.57
"1382","Female",18,162,63,3.35
"1383","Female",21,169,70.1,1.03
"1384","Female",22,162,68.3,3.11
"1385","Female",20,176,76.5,1.72
"1386","Female",24,145,57.8,1.93
"1387","Female",21,163,68.4,2.82
"1388","Female",25,164,66.1,1.97
"1389","Male",22,176,75,1.56
"1390","Female",22,160,65.6,1.09
"1391","Female",18,164,69.1,2.63
"1392","Male",21,183,81.5,1.76
"1393","Female",21,163,63.9,1
"1394","Female",23,166,66.1,3.93
"1395","Male",22,177,74.7,1.8
"1396","Female",60,179,76.2,2.69
"1397","Female",35,167,73.6,2.09
"1398","Female",21,153,59,3.42
"1399","Female",21,166,68.3,3.06
"1400","Female",21,183,82.9,1.76
"1401","Male",19,176,76,2.3
"1402","Male",25,194,98.6,2.44
"1403","Female",21,172,75.2,3.23
"1404","Male",20,184,82,1.09
"1405","Male",21,185,84.5,2.6
"1406","Male",25,180,76.5,1.37
"1407","Female",22,157,62.9,3.33
"1408","Female",22,159,63,1.77
"1409","Male",21,195,97.9,3.36
"1410","Male",22,193,90.8,2.7
"1411","Male",23,188,90.5,2.12
"1412","Female",20,165,67.3,2.83
"1413","Female",19,153,60.1,2.97
"1414","Male",19,186,82.4,2.08
"1415","Female",23,175,76.1,2.97
"1416","Female",54,172,71.6,1.07
"1417","Male",20,177,76.7,2.3
"1418","Male",25,172,73.7,1.49
"1419","Female",24,162,59.8,2.37
"1420","Male",21,176,74.2,3.71
"1421","Female",19,170,70.4,2.23
"1422","Female",21,180,82.4,1.98
"1423","Male",24,188,88.2,1.65
"1424","Female",20,159,60.7,1.59
"1425","Male",21,182,77.9,1.97
"1426","Male",21,181,79.7,3.77
"1427","Male",21,185,84.2,3.32
"1428","Male",23,173,76.4,1.68
"1429","Male",22,171,68.8,1.06
"1430","Female",23,152,60.1,1.62
"1431","Female",20,167,68.5,2.1
"1432","Female",20,169,69.9,1.32
"1433","Female",21,164,67,1.29
"1434","Female",23,157,63.4,3.74
"1435","Male",22,177,76.9,1.14
"1436","Male",23,177,74.5,2.34
"1437","Female",18,160,60.1,2.38
"1438","Female",20,168,69.7,1.17
"1439","Female",21,173,76.1,2.65
"1440","Male",21,180,78.8,2.37
"1441","Female",21,170,69.1,1.18
"1442","Female",22,167,68.1,2.72
"1443","Female",25,169,65.6,3.21
"1444","Female",22,158,65,2.53
"1445","Female",46,178,75.7,1.1
"1446","Female",23,172,74.3,2.28
"1447","Female",43,168,67.9,3.96
"1448","Female",22,157,65.9,3.53
"1449","Male",24,176,74.6,2.22
"1450","Male",22,192,94.6,1.18
"1451","Male",21,181,81.5,2
"1452","Male",19,174,72.9,3.43
"1453","Female",23,171,73.9,2.47
"1454","Male",25,180,80.7,2.64
"1455","Female",22,154,66.9,3.38
"1456","Female",21,162,70.1,1.39
